,commodity,cty_code,dist_unlade,port_unlade,year,month,gen_val_mo,air_val_mo,air_swt_mo,ves_val_mo,ves_swt_mo,cnt_val_mo,cnt_swt_mo,gen_val_yr,air_val_yr,air_swt_yr,ves_val_yr,ves_swt_yr,cnt_val_yr,cnt_swt_yr,port_full,distance,co2
979262,852852,5700,55,06,2025,12,0,0,0,0,0,0,0,2835,2835,37,0,0,0,0,5506,18898.407561822307,0.0
979263,852852,5800,01,15,2025,12,0,0,0,0,0,0,0,2164,0,0,0,0,0,0,0115,19485.59866571634,0.0
979264,852852,5800,04,17,2025,12,0,0,0,0,0,0,0,2478,2478,3,0,0,0,0,0417,21860.600494781356,0.0
979265,852852,5800,07,08,2025,12,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0708,18841.421602122224,0.0
979266,852852,5800,07,12,2025,12,0,0,0,0,0,0,0,7555,0,0,0,0,0,0,0712,18841.421602122224,0.0
979267,852852,5800,10,01,2025,12,0,0,0,0,0,0,0,21600,0,0,21600,660,21600,660,1001,18907.768927414254,0.0
979268,852852,5800,10,03,2025,12,74658,0,0,74658,2549,74658,2549,2300460,22385,203,2278075,85687,1257389,72034,1003,18908.46650603098,216889565.0574284
979269,852852,5800,10,12,2025,12,45235,45235,1735,0,0,0,0,6135696,6135696,34820,0,0,0,0,1012,18902.731635567165,0.0
979270,852852,5800,14,01,2025,12,0,0,0,0,0,0,0,732927,0,0,732927,13681,732927,13681,1401,18559.850853331212,0.0
979271,852852,5800,15,03,2025,12,0,0,0,0,0,0,0,152000,152000,941,0,0,0,0,1503,18216.887835078443,0.0
979272,852852,5800,15,12,2025,12,0,0,0,0,0,0,0,69501,69501,360,0,0,0,0,1512,18216.887835078443,0.0
979273,852852,5800,16,01,2025,12,31000,0,0,31000,849,31000,849,130700,0,0,130700,3665,130700,3665,1601,18144.475511883702,69320968.69315168
979274,852852,5800,17,03,2025,12,3164,0,0,3164,283,3164,283,7976,0,0,7976,459,7976,459,1703,18153.60222059694,23118612.427930202
979275,852852,5800,17,04,2025,12,77612,77612,1360,0,0,0,0,487025,487025,14409,0,0,0,0,1704,18153.60222059694,0.0
979276,852852,5800,20,02,2025,12,294739,294739,2479,0,0,0,0,2575715,2575715,20733,0,0,0,0,2002,17785.09098594166,0.0
979277,852852,5800,20,06,2025,12,0,0,0,0,0,0,0,5800,5800,10,0,0,0,0,2006,17784.88698611121,0.0
979278,852852,5800,23,04,2025,12,0,0,0,0,0,0,0,21138,0,0,0,0,0,0,2304,18007.96498823513,0.0
979279,852852,5800,23,05,2025,12,0,0,0,0,0,0,0,2555,0,0,0,0,0,0,2305,18035.958446848126,0.0
979280,852852,5800,25,07,2025,12,0,0,0,0,0,0,0,15900,0,0,0,0,0,0,2507,12192.867044641052,0.0
979281,852852,5800,27,04,2025,12,6126382,0,0,6126382,34994,5873392,34118,149296064,0,0,149296064,2461569,141181247,2233784,2704,9806.216944536469,1544214400.9069912
979282,852852,5800,27,09,2025,12,4456742,0,0,4456742,135248,4456742,135248,32735013,0,0,32735013,828508,32385140,827697,2709,9806.216944536469,5968220531.916008
979283,852852,5800,27,20,2025,12,3120987,3120987,57606,0,0,0,0,34509002,34509002,491719,0,0,0,0,2720,9930.55292675344,0.0
979284,852852,5800,27,21,2025,12,0,0,0,0,0,0,0,242888,242888,3803,0,0,0,0,2721,9806.216944536469,0.0
979285,852852,5800,27,22,2025,12,0,0,0,0,0,0,0,115904,115904,1790,0,0,0,0,2722,9806.216944536469,0.0
979286,852852,5800,28,01,2025,12,32078,32078,372,0,0,0,0,1655724,1655724,24381,0,0,0,0,2801,9160.031786333087,0.0
979287,852852,5800,28,11,2025,12,172330,0,0,172330,1540,172330,1540,794508,0,0,794508,13747,794508,13747,2811,9177.997858440787,63603525.15899466
979288,852852,5800,29,10,2025,12,0,0,0,0,0,0,0,9165,9165,525,0,0,0,0,2910,8752.08573852728,0.0
979289,852852,5800,30,01,2025,12,0,0,0,0,0,0,0,42809,0,0,42809,408,42809,408,3001,8657.609914704306,0.0
979290,852852,5800,30,02,2025,12,0,0,0,0,0,0,0,32565,0,0,32565,621,32565,621,3002,8693.025431067475,0.0
979291,852852,5800,30,29,2025,12,24000,24000,365,0,0,0,0,541275,541275,5480,0,0,0,0,3029,8693.025431067475,0.0
979292,852852,5800,31,26,2025,12,318586,318586,1389,0,0,0,0,3102412,3102412,23522,0,0,0,0,3126,7005.745307384682,0.0
979293,852852,5800,32,05,2025,12,0,0,0,0,0,0,0,50140,50140,402,0,0,0,0,3205,7961.796415398067,0.0
979294,852852,5800,32,79,2025,12,0,0,0,0,0,0,0,38669,38669,466,0,0,0,0,3279,7617.853374137609,0.0
979295,852852,5800,33,03,2025,12,0,0,0,0,0,0,0,76934,76934,322,0,0,0,0,3303,2986.917170383968,0.0
979296,852852,5800,33,07,2025,12,0,0,0,0,0,0,0,22277,22277,316,0,0,0,0,3307,5504.007586367997,0.0
979297,852852,5800,33,10,2025,12,0,0,0,0,0,0,0,175519,0,0,0,0,0,0,3310,2953.639273415427,0.0
979298,852852,5800,34,01,2025,12,0,0,0,0,0,0,0,6338,0,0,0,0,0,0,3401,23391.390800188976,0.0
979299,852852,5800,35,01,2025,12,8532,8532,100,0,0,0,0,252305,252305,2871,0,0,0,0,3501,23511.269341964384,0.0
979300,852852,5800,36,04,2025,12,0,0,0,0,0,0,0,3271320,0,0,3271320,10764,3271320,10764,3604,9672.447584881413,0.0
979301,852852,5800,38,01,2025,12,0,0,0,0,0,0,0,80291,0,0,0,0,0,0,3801,23511.269341964384,0.0
979302,852852,5800,38,02,2025,12,0,0,0,0,0,0,0,180911,0,0,0,0,0,0,3802,23406.17075017411,0.0
979303,852852,5800,38,07,2025,12,0,0,0,0,0,0,0,50951,50951,386,0,0,0,0,3807,23406.17075017411,0.0
979304,852852,5800,39,01,2025,12,14238517,14238517,122516,0,0,0,0,85091192,85056892,714782,0,0,0,0,3901,23391.390800188976,0.0
979305,852852,5800,41,01,2025,12,19831,19831,39,0,0,0,0,1241587,1241587,6596,0,0,0,0,4101,22190.978036020548,0.0
979306,852852,5800,41,02,2025,12,342145,342145,2913,0,0,0,0,683610,683610,5528,0,0,0,0,4102,22318.888417716462,0.0
979307,852852,5800,41,10,2025,12,0,0,0,0,0,0,0,5124,5124,67,0,0,0,0,4110,22139.767140746524,0.0
979308,852852,5800,52,01,2025,12,0,0,0,0,0,0,0,290800,0,0,290800,10461,264800,9459,5201,17533.25523113031,0.0
979309,852852,5800,52,06,2025,12,0,0,0,0,0,0,0,21933,21933,161,0,0,0,0,5206,17524.6068847715,0.0
979310,852852,5800,53,01,2025,12,0,0,0,0,0,0,0,762288,0,0,762288,26150,762288,26150,5301,18022.041655031942,0.0
979311,852852,5800,54,01,2025,12,66554,66554,650,0,0,0,0,68804,68804,718,0,0,0,0,5401,18097.32075094423,0.0
979312,852852,5800,55,01,2025,12,20332,20332,149,0,0,0,0,1288057,1288057,7142,0,0,0,0,5501,18029.66341128695,0.0
979940,852859,5330,04,17,2025,12,0,0,0,0,0,0,0,21488,21488,36,0,0,0,0,0417,15829.614773098347,0.0
979941,852859,5330,09,01,2025,12,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0901,14902.902193881313,0.0
979942,852859,5330,10,01,2025,12,0,0,0,0,0,0,0,5760,0,0,5760,338,5760,338,1001,15127.000224562184,0.0
979943,852859,5330,10,03,2025,12,0,0,0,0,0,0,0,4600,0,0,4600,1292,4600,1292,1003,15127.697803178915,0.0
979944,852859,5330,10,12,2025,12,0,0,0,0,0,0,0,26697,26697,20,0,0,0,0,1012,15121.962932715096,0.0
979945,852859,5330,17,03,2025,12,0,0,0,0,0,0,0,5056,0,0,5056,442,5056,442,1703,16049.721493055235,0.0
979946,852859,5330,17,04,2025,12,0,0,0,0,0,0,0,4872,4872,57,0,0,0,0,1704,16049.721493055235,0.0
979947,852859,5330,20,02,2025,12,42596,42596,110,0,0,0,0,417239,417239,1529,0,0,0,0,2002,17647.858721628898,0.0
979948,852859,5330,27,04,2025,12,0,0,0,0,0,0,0,4580,0,0,4580,115,4580,115,2704,19687.26646080581,0.0
979949,852859,5330,28,01,2025,12,0,0,0,0,0,0,0,14929,14929,13,0,0,0,0,2801,19041.081302602433,0.0
979950,852859,5330,31,26,2025,12,0,0,0,0,0,0,0,4585,4585,7,0,0,0,0,3126,16886.79482365403,0.0
979951,852859,5330,39,01,2025,12,0,0,0,0,0,0,0,2964,2964,2,0,0,0,0,3901,17360.40507850597,0.0
979952,852859,5330,41,01,2025,12,0,0,0,0,0,0,0,39038,39038,254,0,0,0,0,4101,16159.992314337542,0.0
979953,852859,5330,52,01,2025,12,0,0,0,0,0,0,0,12311,0,0,12311,1134,12311,1134,5201,16332.503617508959,0.0
979954,852859,5330,52,03,2025,12,0,0,0,0,0,0,0,17294,0,0,17294,2293,17294,2293,5203,16326.52594889721,0.0
979955,852859,5330,53,01,2025,12,0,0,0,0,0,0,0,19032,0,0,19032,288,19032,288,5301,18043.69773463056,0.0
979975,852859,5520,07,12,2025,12,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0712,20270.323827396063,0.0
979976,852859,5520,10,03,2025,12,0,0,0,0,0,0,0,275421,3600,128,271821,14464,271821,14464,1003,20027.00655439514,0.0
979977,852859,5520,10,12,2025,12,0,0,0,0,0,0,0,27288,27288,135,0,0,0,0,1012,20021.27168393132,0.0
979978,852859,5520,11,01,2025,12,0,0,0,0,0,0,0,12089,0,0,12089,260,12089,260,1101,20270.323827396063,0.0
979979,852859,5520,16,01,2025,12,78343,0,0,78343,1632,78343,1632,2086440,0,0,2086440,27782,2086440,27782,1601,20856.23784850532,238261661.18132475
979980,852859,5520,17,03,2025,12,0,0,0,0,0,0,0,1023636,0,0,1023636,43971,1023636,43971,1703,20949.03024427143,0.0
979981,852859,5520,17,04,2025,12,75793,75793,377,0,0,0,0,1187974,1187974,6930,0,0,0,0,1704,20949.03024427143,0.0
979982,852859,5520,18,16,2025,12,0,0,0,0,0,0,0,9136,0,0,9136,219,0,0,1816,21243.942850932923,0.0
979983,852859,5520,20,02,2025,12,0,0,0,0,0,0,0,20721,20721,51,0,0,0,0,2002,21504.0418299209,0.0
979984,852859,5520,23,05,2025,12,0,0,0,0,0,0,0,11076,0,0,0,0,0,0,2305,21754.909290827367,0.0
979985,852859,5520,25,06,2025,12,0,0,0,0,0,0,0,3691,0,0,0,0,0,0,2506,15911.817888620311,0.0
979986,852859,5520,26,05,2025,12,0,0,0,0,0,0,0,2759,2759,111,0,0,0,0,2605,13649.503770732692,0.0
979987,852859,5520,27,04,2025,12,1646973,0,0,1646973,76364,1646973,76364,18408948,0,0,18408948,869896,18403584,866686,2704,13525.16778851572,7229851391.015501
979988,852859,5520,27,09,2025,12,1701893,0,0,1701893,81554,1701893,81554,38576197,0,0,38576197,1715187,38576197,1715187,2709,13525.16778851572,7721220736.772278
979989,852859,5520,27,20,2025,12,0,0,0,0,0,0,0,428369,428369,10265,0,0,0,0,2720,13649.503770732692,0.0
979990,852859,5520,28,01,2025,12,123840,123840,284,0,0,0,0,123840,123840,284,0,0,0,0,2801,12878.98263031234,0.0
979991,852859,5520,28,11,2025,12,4587849,0,0,4587849,46594,4587849,46594,49283710,0,0,49283710,465184,49283710,465184,2811,12896.948702420039,4206442994.883915
979992,852859,5520,30,02,2025,12,0,0,0,0,0,0,0,28787,0,0,28787,615,28787,615,3002,12411.976275046727,0.0
979993,852859,5520,30,04,2025,12,5017,0,0,0,0,0,0,5017,0,0,0,0,0,0,3004,12261.51655151705,0.0
979994,852859,5520,30,29,2025,12,0,0,0,0,0,0,0,146216,146216,239,0,0,0,0,3029,12411.976275046727,0.0
979995,852859,5520,31,26,2025,12,6976,6976,93,0,0,0,0,134094,134094,996,0,0,0,0,3126,10724.696151363942,0.0
979996,852859,5520,35,01,2025,12,0,0,0,0,0,0,0,216619,216619,237,0,0,0,0,3501,22379.592371497587,0.0
979997,852859,5520,38,02,2025,12,84272,0,0,0,0,0,0,90615,0,0,0,0,0,0,3802,22274.493779707314,0.0
979998,852859,5520,38,07,2025,12,0,0,0,0,0,0,0,641385,641385,926,0,0,0,0,3807,22274.493779707314,0.0
979999,852859,5520,39,01,2025,12,51257,51257,1098,0,0,0,0,114867,114867,2460,0,0,0,0,3901,22259.71382972218,0.0
980000,852859,5520,41,02,2025,12,0,0,0,0,0,0,0,124964,124964,6282,0,0,0,0,4102,21187.211447249665,0.0
980001,852859,5520,52,01,2025,12,0,0,0,0,0,0,0,193493,0,0,193493,7188,190973,7134,5201,21231.81236872519,0.0
980002,852859,5520,52,06,2025,12,0,0,0,0,0,0,0,49795,49795,370,0,0,0,0,5206,21243.55772875074,0.0
980003,852859,5520,53,01,2025,12,3774,0,0,3774,102,3774,102,8980,0,0,8980,166,8980,166,5301,21740.992499011183,15523068.644293986
980004,852859,5520,53,09,2025,12,0,0,0,0,0,0,0,6516,6516,50,0,0,0,0,5309,21740.992499011183,0.0
980005,852859,5520,54,01,2025,12,0,0,0,0,0,0,0,123082,123082,5410,0,0,0,0,5401,21816.27159492347,0.0
980069,852859,5700,02,12,2025,12,0,0,0,0,0,0,0,2864,0,0,0,0,0,0,0212,22211.870508763586,0.0
980070,852859,5700,04,01,2025,12,25680,0,0,25680,3054,25680,3054,983143,0,0,983143,67563,983143,67563,0401,22786.719112209877,278362560.6747559
980071,852859,5700,04,08,2025,12,205486,205486,858,0,0,0,0,346506,346506,1453,0,0,0,0,0408,22729.34464531671,0.0
980072,852859,5700,04,17,2025,12,0,0,0,0,0,0,0,52828,52828,1394,0,0,0,0,0417,22729.34464531671,0.0
980073,852859,5700,07,08,2025,12,0,0,0,0,0,0,0,152384,0,0,0,0,0,0,0708,19710.165752657576,0.0
980074,852859,5700,07,12,2025,12,44764,0,0,0,0,0,0,1958390,0,0,0,0,0,0,0712,19710.165752657576,0.0
980075,852859,5700,09,01,2025,12,18200,0,0,0,0,0,0,814734,0,0,0,0,0,0,0901,20018.982638531088,0.0
980076,852859,5700,10,01,2025,12,42088,0,0,42088,541,0,0,2703084,0,0,2703084,58580,2508797,55482,1001,19776.513077949607,42796374.30068295
980077,852859,5700,10,03,2025,12,2674757,0,0,2674757,36753,2669677,36621,23176815,760494,11234,22416321,496255,21735957,480427,1003,19777.210656566334,2907487293.04313
980078,852859,5700,10,12,2025,12,419889,419889,2683,0,0,0,0,9529157,9469122,116656,0,0,0,0,1012,19771.475786102517,0.0
980079,852859,5700,11,01,2025,12,0,0,0,0,0,0,0,55170,55170,2571,0,0,0,0,1101,19710.165752657576,0.0
980080,852859,5700,11,08,2025,12,0,0,0,0,0,0,0,42043,42043,611,0,0,0,0,1108,19710.165752657576,0.0
980081,852859,5700,13,03,2025,12,140241,0,0,140241,4206,140241,4206,188869,0,0,188869,15450,188869,15450,1303,19663.71566713922,330822352.38395023
980082,852859,5700,14,01,2025,12,5895,0,0,5895,406,5895,406,322250,0,0,322250,14268,322250,14268,1401,19428.595003866565,31552038.286279302
980083,852859,5700,15,03,2025,12,0,0,0,0,0,0,0,79443,79443,1293,0,0,0,0,1503,19085.631985613796,0.0
980084,852859,5700,15,12,2025,12,0,0,0,0,0,0,0,20190,20190,458,0,0,0,0,1512,19085.631985613796,0.0
980085,852859,5700,16,01,2025,12,0,0,0,0,0,0,0,62055,0,0,62055,5921,62055,5921,1601,19013.219662419055,0.0
980086,852859,5700,17,03,2025,12,219852,0,0,219852,3380,219852,3380,1946168,0,0,1946168,60817,1946168,60817,1703,19022.34637113229,257182122.9377086
980087,852859,5700,17,04,2025,12,168951,168951,2189,0,0,0,0,2306982,2306982,60144,0,0,0,0,1704,19022.34637113229,0.0
980088,852859,5700,17,91,2025,12,48710,48710,421,0,0,0,0,225332,225332,2266,0,0,0,0,1791,19022.34637113229,0.0
980089,852859,5700,18,01,2025,12,0,0,0,0,0,0,0,4190498,25502,318,4164996,236263,4164996,236263,1801,18426.199929383,0.0
980090,852859,5700,18,03,2025,12,0,0,0,0,0,0,0,168113,0,0,168113,9195,159036,8452,1803,18893.35511925648,0.0
980091,852859,5700,18,08,2025,12,2272,2272,3,0,0,0,0,2272,2272,3,0,0,0,0,1808,18642.34439180155,0.0
980093,852859,5700,19,01,2025,12,0,0,0,0,0,0,0,10245,0,0,10245,4383,10245,4383,1901,18644.696179435414,0.0
980094,852859,5700,20,02,2025,12,72686,72686,501,0,0,0,0,698731,696022,11038,2709,79,2709,79,2002,18653.835136477017,0.0
980095,852859,5700,20,06,2025,12,0,0,0,0,0,0,0,79761,74997,983,0,0,0,0,2006,18653.631136646567,0.0
980096,852859,5700,20,07,2025,12,0,0,0,0,0,0,0,3601,3601,77,0,0,0,0,2007,18653.631136646567,0.0
980097,852859,5700,23,01,2025,12,0,0,0,0,0,0,0,63970,0,0,0,0,0,0,2301,18966.064901479585,0.0
980098,852859,5700,23,02,2025,12,0,0,0,0,0,0,0,7342,0,0,0,0,0,0,2302,18966.064901479585,0.0
980099,852859,5700,23,04,2025,12,8960,0,0,0,0,0,0,60855,0,0,0,0,0,0,2304,18876.709138770486,0.0
980100,852859,5700,23,05,2025,12,39649,0,0,0,0,0,0,39649,0,0,0,0,0,0,2305,18904.702597383482,0.0
980101,852859,5700,24,01,2025,12,0,0,0,0,0,0,0,15331,0,0,0,0,0,0,2401,12861.771283225322,0.0
980102,852859,5700,24,02,2025,12,0,0,0,0,0,0,0,27521,0,0,0,0,0,0,2402,12861.771283225322,0.0
980103,852859,5700,24,08,2025,12,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,2408,12861.771283225322,0.0
980104,852859,5700,26,04,2025,12,8563,0,0,0,0,0,0,658201,0,0,0,0,0,0,2604,10799.297077288793,0.0
980105,852859,5700,27,04,2025,12,1369619,0,0,1369619,67029,1320346,65599,45173284,37000,792,45136284,2066418,42721393,1992829,2704,10674.961095071822,2862127868.9662766
980106,852859,5700,27,09,2025,12,194523,0,0,194523,4315,194523,4315,16517540,0,0,16517540,736281,16330706,731319,2709,10674.961095071822,184249828.50093964
980107,852859,5700,27,20,2025,12,634267,634267,14050,0,0,0,0,5314049,5314049,103683,0,0,0,0,2720,10799.297077288793,0.0
980108,852859,5700,27,21,2025,12,2250,2250,615,0,0,0,0,73002,73002,1503,0,0,0,0,2721,10674.961095071822,0.0
980109,852859,5700,27,22,2025,12,24966,24966,1913,0,0,0,0,63965,63965,3105,0,0,0,0,2722,10674.961095071822,0.0
980110,852859,5700,28,01,2025,12,240637,240637,2754,0,0,0,0,3666839,3658500,42571,0,0,0,0,2801,10028.77593686844,0.0
980111,852859,5700,28,09,2025,12,0,0,0,0,0,0,0,2007460,0,0,2007460,53803,2000260,53153,2809,10028.77593686844,0.0
980112,852859,5700,28,10,2025,12,0,0,0,0,0,0,0,40713,0,0,40713,723,0,0,2810,10028.77593686844,0.0
980113,852859,5700,28,11,2025,12,198890,0,0,198890,2297,29450,250,4743225,0,0,4743225,109136,3400796,86271,2811,10046.74200897614,92309465.57847278
980114,852859,5700,29,04,2025,12,0,0,0,0,0,0,0,334265,55930,632,278335,8892,278335,8892,2904,9620.829889062636,0.0
980115,852859,5700,30,01,2025,12,25325,0,0,25325,1753,15530,510,2381070,0,0,2368901,81332,2353186,78764,3001,9526.354065239659,66798794.70546049
980116,852859,5700,30,02,2025,12,132275,0,0,132275,12925,132275,12925,2914368,0,0,2914368,115499,2616574,99266,3002,9561.769581602828,494343487.3688662
980117,852859,5700,30,04,2025,12,19512,0,0,0,0,0,0,458138,0,0,0,0,0,0,3004,9411.309858073151,0.0
980118,852859,5700,30,29,2025,12,4547,0,0,0,0,0,0,4769559,4759586,41786,0,0,0,0,3029,9561.769581602828,0.0
980119,852859,5700,31,26,2025,12,384488,384488,6312,0,0,0,0,4062124,4062124,75828,0,0,0,0,3126,7874.489457920036,0.0
980120,852859,5700,32,01,2025,12,0,0,0,0,0,0,0,29839,0,0,29839,283,29839,283,3201,8121.922500283982,0.0
980121,852859,5700,32,05,2025,12,2980,2980,499,0,0,0,0,18633,18633,1280,0,0,0,0,3205,8465.865541544441,0.0
980122,852859,5700,32,79,2025,12,9036,9036,53,0,0,0,0,231883,231883,1373,0,0,0,0,3279,8121.922500283982,0.0
980123,852859,5700,33,07,2025,12,0,0,0,0,0,0,0,34549,34549,323,0,0,0,0,3307,6004.374782991324,0.0
980124,852859,5700,33,10,2025,12,0,0,0,0,0,0,0,3176,0,0,0,0,0,0,3310,3170.9707522911885,0.0
980125,852859,5700,34,01,2025,12,2695,0,0,0,0,0,0,60468,0,0,0,0,0,0,3401,24260.13495072433,0.0
980126,852859,5700,34,03,2025,12,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,3403,24260.13495072433,0.0
980127,852859,5700,35,01,2025,12,0,0,0,0,0,0,0,161051,0,0,0,0,0,0,3501,24380.013492499736,0.0
980128,852859,5700,38,01,2025,12,0,0,0,0,0,0,0,10828419,0,0,0,0,0,0,3801,24380.013492499736,0.0
980129,852859,5700,38,02,2025,12,3321,0,0,0,0,0,0,1821019,0,0,0,0,0,0,3802,24274.914900709464,0.0
980130,852859,5700,38,07,2025,12,0,0,0,0,0,0,0,400302,225451,2924,0,0,0,0,3807,24274.914900709464,0.0
980131,852859,5700,39,01,2025,12,1184952,1139099,29542,0,0,0,0,8243958,7965596,174501,0,0,0,0,3901,24260.13495072433,0.0
980132,852859,5700,41,01,2025,12,162218,162218,3087,0,0,0,0,1589691,1589691,21942,0,0,0,0,4101,23059.7221865559,0.0
980133,852859,5700,41,02,2025,12,2100,2100,304,0,0,0,0,1207396,1207396,21492,0,0,0,0,4102,23187.632568251815,0.0
980134,852859,5700,41,15,2025,12,0,0,0,0,0,0,0,70825,70825,2565,0,0,0,0,4115,23008.511291281877,0.0
980135,852859,5700,49,01,2025,12,0,0,0,0,0,0,0,16509,16509,300,0,0,0,0,4901,17877.391313961925,0.0
980136,852859,5700,49,09,2025,12,447518,0,0,447518,57460,331368,49777,1769726,0,0,1769726,190975,1583219,176130,4909,17976.190706469046,4131647671.9748454
980137,852859,5700,49,13,2025,12,78472,78472,322,0,0,0,0,241568,241568,4779,0,0,0,0,4913,17846.33674807397,0.0
980138,852859,5700,51,01,2025,12,0,0,0,0,0,0,0,2760,2760,34,0,0,0,0,5101,18380.870730462622,0.0
980139,852859,5700,52,01,2025,12,27020,0,0,27020,1641,20720,1411,5581743,0,0,3805759,156012,3650843,147944,5201,18401.999381665668,120790723.94125344
980140,852859,5700,52,03,2025,12,5340,0,0,5340,37,0,0,212465,0,0,212465,17307,207125,17270,5203,18422.16366720927,2726480.222746972
980141,852859,5700,52,06,2025,12,159150,159150,3591,0,0,0,0,1550809,1550809,31894,0,0,0,0,5206,18393.351035306856,0.0
980142,852859,5700,53,01,2025,12,527708,0,0,527708,23034,516008,22391,16037234,0,0,16037234,672936,15921130,661976,5301,18890.7858055673,1740521440.9817486
980143,852859,5700,53,09,2025,12,17940,17940,282,0,0,0,0,253236,253236,4257,0,0,0,0,5309,18890.7858055673,0.0
980144,852859,5700,54,01,2025,12,17657,17657,296,0,0,0,0,159736,159736,6079,0,0,0,0,5401,18966.064901479585,0.0
980145,852859,5700,55,01,2025,12,240043,240043,4217,0,0,0,0,1589463,1589463,32595,0,0,0,0,5501,18898.407561822307,0.0
980146,852859,5700,55,06,2025,12,0,0,0,0,0,0,0,2556,2556,48,0,0,0,0,5506,18898.407561822307,0.0
980147,852859,5800,09,01,2025,12,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0901,19150.238487995735,0.0
980148,852859,5800,10,01,2025,12,5733,0,0,5733,318,5733,318,23937,0,0,23937,610,23937,610,1001,18907.768927414254,27057017.335129797
980149,852859,5800,10,03,2025,12,158377,7415,53,150962,3660,150962,3660,737351,25544,207,711807,13973,711807,13973,1003,18908.46650603098,311422443.35433024
980150,852859,5800,10,12,2025,12,24209,24209,327,0,0,0,0,296849,281560,3375,0,0,0,0,1012,18902.731635567165,0.0
980151,852859,5800,11,08,2025,12,0,0,0,0,0,0,0,4597,4597,27,0,0,0,0,1108,18841.421602122224,0.0
980152,852859,5800,14,01,2025,12,2289,0,0,2289,116,2289,116,286680,0,0,286680,6849,286680,6849,1401,18559.850853331212,9688242.14543889
980153,852859,5800,17,03,2025,12,58952,0,0,58952,3769,58952,3769,2044732,0,0,2044732,50201,2044732,50201,1703,18153.60222059694,307894170.4624344
980154,852859,5800,17,04,2025,12,13953,13953,100,0,0,0,0,37060,37060,530,0,0,0,0,1704,18153.60222059694,0.0
980155,852859,5800,18,01,2025,12,5733,0,0,5733,361,5733,361,95159,0,0,95159,3703,95159,3703,1801,17557.455778847645,28522086.912738
980156,852859,5800,19,01,2025,12,9268085,0,0,9268085,98815,9268085,98815,61986422,0,0,61986422,672497,61986422,672497,1901,17775.952028900057,7904388148.810917
980157,852859,5800,20,02,2025,12,15270,11360,170,3910,20,0,0,101060,95118,1652,5942,101,2032,81,2002,17785.09098594166,1600658.1887347493
980158,852859,5800,23,04,2025,12,0,0,0,0,0,0,0,84661,0,0,0,0,0,0,2304,18007.96498823513,0.0
980159,852859,5800,25,06,2025,12,0,0,0,0,0,0,0,23625,0,0,0,0,0,0,2506,12192.867044641052,0.0
980160,852859,5800,26,04,2025,12,0,0,0,0,0,0,0,35898,0,0,0,0,0,0,2604,9930.55292675344,0.0
980161,852859,5800,26,05,2025,12,0,0,0,0,0,0,0,88200,88200,461,0,0,0,0,2605,9930.55292675344,0.0
980162,852859,5800,27,04,2025,12,7539029,0,0,7539029,114923,6393167,80004,115654192,0,0,115654192,1642940,106876210,1389767,2704,9806.216944536469,5071319414.626341
980163,852859,5800,27,09,2025,12,5825064,0,0,5825064,125444,5645823,120605,22719292,0,0,22719292,421318,22535667,416329,2709,9806.216944536469,5535589852.7569475
980164,852859,5800,27,20,2025,12,544021,544021,10314,0,0,0,0,2067172,2067172,41601,0,0,0,0,2720,9930.55292675344,0.0
980165,852859,5800,27,22,2025,12,0,0,0,0,0,0,0,3260,3260,85,0,0,0,0,2722,9806.216944536469,0.0
980166,852859,5800,28,01,2025,12,0,0,0,0,0,0,0,95679,95679,1197,0,0,0,0,2801,9160.031786333087,0.0
980167,852859,5800,28,11,2025,12,130281,0,0,130281,3627,130281,3627,2352069,0,0,2352069,56598,2352069,56598,2811,9177.997858440787,149798692.0465413
980168,852859,5800,30,01,2025,12,37500,0,0,37500,1044,37500,1044,907361,0,0,907361,21430,852197,20355,3001,8657.609914704306,40673451.37928083
980169,852859,5800,30,02,2025,12,13411,0,0,13411,131,13411,131,72613,0,0,72613,925,72613,925,3002,8693.025431067475,5124538.491614277
980170,852859,5800,30,29,2025,12,232771,232771,2899,0,0,0,0,469193,469193,5564,0,0,0,0,3029,8693.025431067475,0.0
980171,852859,5800,31,26,2025,12,28671,28671,500,0,0,0,0,1986479,1986479,19081,0,0,0,0,3126,7005.745307384682,0.0
980172,852859,5800,32,05,2025,12,0,0,0,0,0,0,0,27945,27945,510,0,0,0,0,3205,7961.796415398067,0.0
980173,852859,5800,32,79,2025,12,0,0,0,0,0,0,0,12014,12014,74,0,0,0,0,3279,7617.853374137609,0.0
980174,852859,5800,33,03,2025,12,0,0,0,0,0,0,0,98200,98200,511,0,0,0,0,3303,2986.917170383968,0.0
980175,852859,5800,34,01,2025,12,4153,0,0,0,0,0,0,142230,0,0,0,0,0,0,3401,23391.390800188976,0.0
980176,852859,5800,35,01,2025,12,9523,9523,245,0,0,0,0,178013,178013,4868,0,0,0,0,3501,23511.269341964384,0.0
980177,852859,5800,38,02,2025,12,0,0,0,0,0,0,0,73748,0,0,0,0,0,0,3802,23406.17075017411,0.0
980178,852859,5800,38,07,2025,12,6893,6893,237,0,0,0,0,216290,216290,3217,0,0,0,0,3807,23406.17075017411,0.0
